,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,score,VideoAmt,PhotoAmt,AdoptionSpeed,No_name,Pure_breed,desc_length,desc_words,averate_word_length,magnitude
2763,2,3,265,0,2,7,0,0,2,2,2,2,2,1,1,0,41326,aa5a3ef125deaadae55f7659d63e0415,0,0,1.0,4,0,1,300,60,5.0,0
2764,1,24,218,58,1,1,2,7,2,3,1,1,1,1,2,200,41401,0281939e9b9226c78bc02be92b86728f,0,0,1.0,4,0,0,267,45,5.933333333333334,0
2765,2,1,266,0,3,2,5,7,1,1,2,2,2,1,4,0,41327,c3a32c39de2d4a0c03d4e69ba94fb3ab,0,0,5.0,4,0,1,29,6,4.833333333333333,0
2766,2,3,266,0,2,4,7,0,2,1,2,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,0,9.0,4,0,1,400,79,5.063291139240507,0
2767,1,108,20,0,1,1,2,7,2,2,1,2,2,1,1,0,41401,954ffd4f5f5f6d723f68e1e441af1ecc,0,0,4.0,1,0,1,998,199,5.015075376884422,0
2768,2,2,266,266,1,2,5,0,2,1,1,1,2,1,1,0,41401,4a7f18709db741b2a209336781232a3b,0,0,4.0,1,0,0,297,59,5.033898305084746,0
2769,1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,0,2.0,3,0,1,238,47,5.0638297872340425,0
2770,1,2,307,0,3,1,2,3,2,2,1,1,2,1,6,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,5.0,3,0,1,247,40,6.175,0
2771,1,2,307,0,3,2,4,0,2,1,2,2,3,1,2,0,41332,c992c6f97bb6cfb719fa9ccb3ef6e53b,0,0,3.0,3,0,1,89,15,5.933333333333334,0
2772,1,2,307,0,2,2,0,0,2,2,3,1,2,1,1,0,41330,a84834c318048475628aa3cf0fd8d96f,0,0,2.0,4,0,1,23,5,4.6,0
2773,1,1,307,0,1,1,2,0,2,2,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,3.0,2,0,1,88,16,5.5,0
2774,1,24,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,0,1.0,4,0,1,521,98,5.316326530612245,0
2775,1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,0,4.0,3,0,1,63,12,5.25,0
2776,2,12,266,266,3,1,4,7,2,1,1,1,1,1,2,0,41401,73d0a40b6e19e1d4315d83dd287a0ff0,0,0,3.0,2,0,0,169,29,5.827586206896552,0
2777,1,12,179,0,1,5,0,0,1,2,2,2,2,1,1,0,41326,8f4505c0098ec9af68b25aaa334fbce1,0,0,3.0,1,0,1,31,6,5.166666666666667,0
2778,2,6,266,0,3,1,2,7,2,1,2,2,2,1,3,0,41326,fb7ef3f94efec9a1caafb33008adfe66,0,0,3.0,4,1,1,154,32,4.8125,0
2779,2,5,266,0,1,5,0,0,2,1,1,1,1,1,1,0,41326,dd7e4618761fb9c590572a6a95cf8df8,0,0,11.0,2,0,1,347,70,4.957142857142857,0
2780,1,24,117,307,2,2,0,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,0,3.0,4,0,0,302,57,5.298245614035087,0
2781,2,12,266,0,3,1,2,6,3,1,1,1,1,2,2,0,41326,f1ef4bef6ae16604d7a9025549d267e9,0,0,8.0,2,0,1,464,71,6.535211267605634,0
2782,2,6,292,0,1,2,5,0,1,2,2,1,1,1,1,0,41326,7521101a5faeab53f7998fa9206e2b70,0,0,5.0,1,0,1,87,12,7.25,0
2783,2,2,266,0,2,6,7,0,2,1,1,1,2,1,1,0,41401,db902136529070c0a18381f422356140,0,0,2.0,4,0,1,108,16,6.75,0
2784,1,24,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,625583ed235ba0403552ae313ce0d9fe,0,0,3.0,4,0,1,174,31,5.612903225806452,0
2785,2,24,266,0,1,4,7,0,2,1,2,2,2,2,1,0,41332,5925444dfc6d6b01c74fbf1d57d83325,0,0,2.0,4,1,1,326,64,5.09375,0
2786,1,1,307,0,1,2,0,0,3,2,3,1,2,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,0,4.0,1,0,1,115,20,5.75,0
2787,1,2,307,0,3,1,2,7,2,2,1,1,2,1,13,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,5.0,2,0,1,82,14,5.857142857142857,0
2788,2,2,299,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,0,5.0,2,0,1,106,20,5.3,0
2789,1,17,70,307,2,1,7,0,2,2,3,3,3,1,1,0,41326,d0c57cbd6f9ab01e946e64359cd78d0d,0,0,3.0,1,0,0,291,51,5.705882352941177,0
2790,2,3,266,299,2,2,6,0,2,1,2,2,2,1,1,0,41326,2922723f8889855551615e8d22f1e0b4,0,0,9.0,0,0,0,883,155,5.696774193548387,0
2791,1,2,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,3.0,2,0,1,241,39,6.17948717948718,0
2792,1,15,307,307,1,1,2,7,2,1,1,1,1,2,1,0,41401,7e286bb02b0d47725adf9b39c469fb9c,0,0,3.0,4,0,0,156,31,5.032258064516129,0
2793,1,5,307,307,3,1,5,7,2,1,1,1,2,1,2,0,41326,6e616fec9cbdf7de512075f941069025,0,0,5.0,4,0,0,440,85,5.176470588235294,0
2794,1,3,141,192,2,2,7,0,3,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,5.0,3,0,0,135,23,5.869565217391305,0
2795,2,2,266,0,1,2,0,0,1,1,2,2,2,1,1,20,41326,dcef30bd2e575a04b3b353809fc7f04c,0,0,2.0,1,0,1,27,7,3.857142857142857,0
2796,1,1,307,307,1,1,2,7,2,1,1,1,2,1,1,100,41326,4d2400be2e2e78265f5c84345b7a3415,0,0,4.0,2,0,0,291,53,5.490566037735849,0
2797,2,12,266,0,3,1,3,6,1,1,2,2,2,1,5,0,41326,099e678dc34d14f3087a32d8469beb0e,0,0,6.0,1,0,1,468,87,5.379310344827586,0
2798,2,0,266,0,3,1,6,7,1,1,3,3,3,1,4,0,41401,2181fc2a61447996c1e5cee02738b5c3,0,0,5.0,1,0,1,359,65,5.523076923076923,0
2799,1,4,307,307,2,7,0,0,1,1,3,1,1,1,1,0,41326,e8b60179614aa81703e01108649313b4,0,0,2.0,4,0,0,73,12,6.083333333333333,0
2800,2,2,266,0,3,1,7,0,2,2,2,2,2,1,4,0,41326,cb94cea23e4b33630033cc096dac369c,0,0,1.0,3,0,1,114,22,5.181818181818182,0
2801,2,1,299,266,3,4,5,7,2,1,2,2,2,1,2,0,41401,75e37b6efad7de9cbf7b3debfea4384f,0,0,2.0,1,0,0,317,62,5.112903225806452,0
2802,1,1,307,0,3,2,5,7,2,1,2,1,2,1,4,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,0,4.0,3,0,1,212,39,5.435897435897436,0
2803,2,2,266,0,1,3,0,0,2,1,2,1,2,1,1,0,41326,085e4c7f3c659a6b16fa77f6641c0c23,0,1,7.0,1,0,1,340,69,4.927536231884058,0
2804,2,60,289,0,1,6,0,0,3,2,1,1,1,1,1,300,41326,5aa5894c04d05a64938c17518e5f9aeb,0,0,14.0,2,1,1,893,165,5.412121212121212,0
2805,2,2,266,0,2,1,5,7,2,1,2,2,2,1,1,0,41326,522ae1363743134bf5a31410f210947d,0,0,2.0,2,0,1,168,35,4.8,0
2806,2,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41401,a67fc601b154066053e8c074d0af1855,0,0,2.0,4,0,1,19,3,6.333333333333333,0
2807,2,3,266,299,1,1,6,7,2,1,2,2,2,1,1,0,41326,1565d406c559212ca01bba319c615c1f,0,0,7.0,2,0,0,489,90,5.433333333333334,0
2808,1,1,307,0,3,1,7,0,1,2,2,2,2,1,2,0,41326,c556296168080b6e576647e820903b9d,0,0,1.0,2,0,1,270,53,5.09433962264151,0
2809,1,9,307,0,2,5,0,0,2,1,2,2,1,1,1,0,41336,31de822d0adce3e2dad7dcedfbee2ba8,0,0,9.0,3,0,1,424,80,5.3,0
2810,1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,0,3.0,1,0,1,128,24,5.333333333333333,0
2811,1,60,69,0,1,3,5,0,2,3,1,1,1,1,1,180,41326,d430d25dc79887b929beb607d9952df2,0,0,3.0,1,0,1,346,65,5.323076923076923,0
2812,2,2,251,268,1,1,0,0,1,2,2,2,2,1,1,0,41401,eb057f85777ac97518d4cd5b55fb0cbb,0,0,0.0,4,0,0,45,7,6.428571428571429,0
2813,2,1,266,0,3,2,3,7,2,1,2,2,2,1,4,0,41326,9b55ec67c32fef2a2322a9792ce99cd7,0,0,4.0,3,0,1,166,33,5.03030303030303,0
2814,2,2,254,0,2,1,2,7,2,2,2,2,2,1,1,0,41401,f811de159444c96f3eb9a5a60c4f4d80,0,0,4.0,3,0,1,405,72,5.625,0
2815,2,4,266,0,2,2,3,6,1,1,2,2,2,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,0,4.0,3,0,1,148,24,6.166666666666667,0
2816,2,2,243,0,2,6,0,0,2,1,2,2,2,1,1,20,41326,71f758b20c2636300a68b7d21462fbaf,0,0,1.0,1,0,1,443,89,4.977528089887641,0
2817,1,5,307,0,3,3,0,0,2,1,1,1,2,1,2,0,41401,3eb4577d0d4d74b69b057062a734484f,0,1,6.0,3,0,1,50,11,4.545454545454546,0
2818,1,1,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,6442af3808c74f34c49b6c30ef415498,0,0,2.0,2,0,1,281,52,5.403846153846154,0
2819,2,4,264,285,2,1,3,7,1,3,2,1,2,1,1,250,41326,ec10c9f7ac0c61ef6ad00764b3facdff,0,0,2.0,4,0,0,367,58,6.327586206896552,0
2820,1,24,307,307,1,4,0,0,2,3,3,3,3,1,1,0,41401,e383511a7e91311ceaa3ba8f393c93c8,0,0,1.0,4,0,0,136,29,4.689655172413793,0
2821,1,5,307,0,1,2,7,0,2,1,3,1,2,1,1,0,41326,2903619428993056fd8ebe14729ae0bc,0,0,2.0,4,0,1,161,31,5.193548387096774,0
2822,2,2,299,0,3,2,0,0,2,2,2,2,2,1,2,0,41401,a9c66d33e8e1c184444e69cf95d58389,0,0,3.0,2,1,1,109,23,4.739130434782608,0
2823,2,3,266,299,1,1,6,7,2,1,1,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,0,8.0,3,0,0,2222,420,5.29047619047619,0
2824,1,1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,0,2.0,2,0,1,103,15,6.866666666666666,0
2825,1,10,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,0,6.0,1,0,1,29,6,4.833333333333333,0
2826,2,2,254,265,1,1,4,7,2,2,2,1,2,1,1,0,41401,b5950e3453c98daba8642f721ce85ba9,0,0,12.0,4,0,0,1588,312,5.089743589743589,0
2827,1,14,307,0,1,3,0,0,2,2,2,3,3,1,1,0,41326,f35c7a7c40055b4ba44ed442ba2a696d,0,0,2.0,4,0,1,67,12,5.583333333333333,0
2828,1,5,307,0,3,1,2,7,1,1,2,2,2,1,4,1,41325,445ec440cf783180ab2e73c26ffe50f1,0,0,5.0,4,0,1,378,65,5.815384615384615,0
2829,1,5,26,307,2,1,2,0,2,2,1,3,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,3.0,2,0,0,222,41,5.414634146341464,0
2830,1,120,169,0,2,6,7,0,1,2,3,3,1,1,1,0,41326,4eb8fd9b3f2b36bebd9e151ff15dfd0d,0,0,5.0,2,0,1,404,83,4.867469879518072,0
2831,2,9,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,e9b6d807e2698ea5602d2659cfa09f8d,0,1,9.0,3,0,1,59,11,5.363636363636363,0
2832,2,41,283,0,2,1,7,0,3,2,1,1,1,1,1,0,41326,e0f6f1ae0b574c30d9460abdfdded44b,0,0,5.0,4,0,1,839,170,4.935294117647059,0
2833,2,1,265,266,3,1,6,7,1,2,2,2,2,1,2,0,41326,1565d406c559212ca01bba319c615c1f,0,0,16.0,1,0,0,640,117,5.47008547008547,0
2834,1,2,307,307,1,1,2,0,2,1,1,1,2,1,4,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,4.0,2,0,0,96,15,6.4,0
2835,2,2,266,0,1,3,5,0,2,1,2,2,2,1,1,0,41326,bd7c5b134046f7ee62af1262d4f409f9,0,0,2.0,3,0,1,254,50,5.08,0
2836,1,12,307,0,3,1,2,7,3,2,2,2,2,1,6,20,41326,2b24ee7e542778b06d236587b620cc4b,0,0,5.0,4,0,1,97,17,5.705882352941177,0
2837,1,1,307,307,2,1,2,0,1,1,2,2,1,1,1,0,41401,2171748c7767c7f33d3ad32d56f40402,0,0,2.0,3,0,0,168,32,5.25,0
2838,1,2,307,0,2,2,7,0,2,1,1,1,2,1,5,0,41326,5c398b2e18b16f0db83c53e682eada42,0,0,5.0,4,0,1,275,49,5.612244897959184,0
2839,2,1,266,0,3,1,2,7,1,1,2,2,2,1,4,0,41401,b8853c71b981104f1ef126e51387b616,0,0,10.0,2,0,1,14,2,7.0,0
2840,2,0,299,266,1,3,4,0,2,1,2,1,2,1,1,0,41326,89e38f1dc3b54154d9f976e67012ecc6,0,0,13.0,1,0,0,537,94,5.712765957446808,0
2841,2,6,265,0,1,2,0,0,1,3,2,2,2,1,1,0,41326,2cc3d74ea93e3358a66c20573da796ce,0,0,3.0,2,0,1,254,44,5.7727272727272725,0
2842,1,5,307,0,2,1,7,0,1,1,2,2,2,1,2,0,41326,90b7b4276ca4394f6d471307ca9c2765,0,0,3.0,4,0,1,385,71,5.422535211267606,0
2843,2,3,266,0,2,1,6,7,2,1,1,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,0,9.0,3,0,1,579,110,5.263636363636364,0
2844,2,1,266,266,3,6,0,0,1,1,2,2,2,1,3,0,41326,104b1f1c4907ded53395911a62687a52,0,0,4.0,4,1,0,80,15,5.333333333333333,0
2845,2,2,266,0,1,7,0,0,2,2,1,1,2,1,1,0,41326,c97c9fdf4f9e4c3c2839ca6279a22742,0,0,1.0,2,0,1,203,36,5.638888888888889,0
2846,2,2,266,0,2,1,2,7,2,1,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,0,4.0,3,0,1,766,133,5.7593984962406015,0
2847,1,5,307,0,2,2,5,0,3,2,2,1,2,1,1,0,41326,f254981676546b54df00be2d8520d676,0,0,2.0,1,0,1,29,5,5.8,0
2848,1,9,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,ee67d60fb8770bd1f1539f9516bd81ef,0,0,1.0,4,0,1,302,63,4.7936507936507935,0
2849,1,39,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,af2703613dc27a2b6b8909bf35b0d98c,0,0,5.0,2,0,1,124,24,5.166666666666667,0
2850,2,2,266,0,2,1,7,0,1,1,2,1,2,2,1,0,41401,e8f93f97c3f47d6926c7c198929530c8,0,0,2.0,1,0,1,198,39,5.076923076923077,0
2851,1,24,307,307,2,2,7,0,3,1,2,2,3,1,1,0,41401,4c30656b14f7a52cfce1f62b87afa693,0,0,3.0,4,0,0,383,79,4.848101265822785,0
2852,2,5,265,0,3,1,4,6,2,2,2,2,2,1,3,0,41326,1d3944be1b617d39b24a73a83ee115ce,0,0,3.0,4,0,1,123,19,6.473684210526316,0
2853,1,2,109,307,2,1,2,5,2,2,1,1,2,1,4,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,0,15.0,0,0,0,110,22,5.0,0
2854,1,1,307,0,2,2,0,0,3,1,2,1,2,2,1,0,41401,0d53d08c827fce7c33bbb18c26241a6f,0,0,3.0,4,0,1,481,96,5.010416666666667,0
2855,1,1,213,307,3,1,2,7,2,2,2,1,2,1,2,0,41326,a042471e0f43f2cf707104a1a138a7df,0,0,13.0,2,0,0,733,131,5.595419847328245,0
2856,1,36,189,0,2,1,2,0,2,1,2,1,1,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,0,2.0,1,0,1,182,34,5.352941176470588,0
2857,1,76,307,0,1,2,5,7,2,1,1,1,1,1,1,0,41401,2416a0aa4eac479709cf100788d0840c,0,0,1.0,4,0,1,394,72,5.472222222222222,0
2858,1,24,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,b59f83b2fd7c9d3b7a48dda693e451b1,0,0,3.0,3,0,1,258,47,5.48936170212766,0
2859,2,2,285,0,2,6,0,0,2,3,1,1,2,1,1,480,41330,bc46113ad489e11a194b658b62c13bce,0,0,2.0,2,0,1,244,43,5.674418604651163,0
2860,1,3,307,0,2,1,2,7,2,1,2,2,2,1,2,0,41324,afa678352a743a8227735587b1d7dbfa,0,0,3.0,2,0,1,54,10,5.4,0
2861,2,24,266,0,2,1,4,7,2,1,1,1,1,1,1,50,41326,f1f470132d800482a6d1247069734184,0,0,5.0,3,0,1,132,25,5.28,0
2862,1,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,0,4.0,2,0,1,197,30,6.566666666666666,0
2863,1,36,307,0,2,7,0,0,1,2,1,1,1,1,1,0,41326,e5f791909629e34d5dcef44bbaf3da37,0,0,5.0,3,0,1,1006,189,5.322751322751323,0
2864,1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,ade9175321e7b4653813b76e4b280cf5,0,0,1.0,1,0,1,29,5,5.8,0
2865,2,18,266,0,1,1,2,3,2,1,2,2,2,1,1,0,41326,804a3c13bf39ea06191d8e6bf2d3939f,0,0,2.0,4,0,1,365,71,5.140845070422535,0
2866,2,1,299,0,3,2,5,7,1,1,2,2,2,2,4,0,41326,854fb501319875774fb52b1e1582b242,0,0,1.0,1,0,1,729,142,5.133802816901408,0
2867,2,4,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,aa332b2fae14cbf227c5ec5e2811da66,0,0,2.0,1,0,1,81,14,5.785714285714286,0
2868,2,10,247,0,1,1,3,0,1,1,1,1,1,1,1,0,41327,4a9cb6e373c823566969e4a7cadd7708,0,0,3.0,2,0,1,356,60,5.933333333333334,0
2869,1,42,20,0,1,2,0,0,2,1,2,2,2,1,1,0,41327,daf3eb611957cf4a141873ddbed2444c,0,0,5.0,1,0,1,551,108,5.101851851851852,0
2870,1,6,307,0,1,1,2,7,2,1,1,1,1,1,1,150,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,0,11.0,2,0,1,278,48,5.791666666666667,0
2871,1,84,207,0,1,1,2,7,2,1,1,1,1,1,1,0,41327,13cb39790e38c60cc14f66f361cadf42,0,0,2.0,3,0,1,74,16,4.625,0
2872,2,2,266,0,1,7,0,0,2,1,2,2,2,1,1,10,41336,a3ce89dabc4fa00a1781e173eb492dbd,0,0,3.0,2,0,1,109,2,54.5,0
2873,1,4,307,0,2,4,0,0,1,2,2,1,1,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,0,8.0,3,0,1,352,64,5.5,0
2874,1,12,307,0,2,2,0,0,2,2,3,3,1,2,1,0,41401,67928b963578d727f7033e5acc0578a7,0,0,3.0,4,0,1,612,113,5.415929203539823,0
2875,2,18,266,0,3,4,0,0,3,1,2,2,2,1,5,0,41345,0213a046a9d2f96b6ec40bc823af2f9f,0,0,1.0,3,0,1,407,74,5.5,0
2876,1,36,195,0,2,1,7,0,1,1,1,1,1,1,1,0,41326,60c87772625ce10b3a93d904d32d8c6d,0,0,2.0,4,0,1,164,30,5.466666666666667,0
2877,2,3,263,0,1,1,7,0,2,1,1,1,2,1,2,0,41326,6d1c4c428e4c2a83beaa8b8c691e5205,0,0,4.0,2,0,1,691,138,5.007246376811594,0
2878,2,2,254,0,3,1,2,7,2,1,2,1,2,1,3,0,41401,70fdf09bcc51c12231d2870189cefa55,0,0,5.0,4,1,1,92,13,7.076923076923077,0
2879,1,1,307,0,1,2,4,0,2,2,2,2,2,1,1,1,41326,95dfeed36290fe1c010660ea4197a2c6,0,0,2.0,1,1,1,120,20,6.0,0
2880,2,15,292,0,2,7,0,0,2,1,2,2,3,1,1,0,41367,73c81163a71f08c3ce617211cdf47ade,0,0,1.0,4,0,1,121,23,5.260869565217392,0
2881,1,36,200,0,2,2,0,0,2,1,3,3,3,1,1,300,41401,28e243609d26154f0fff5f73ce94b3de,0,0,1.0,4,1,1,46,8,5.75,0
2882,2,12,266,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,da272745306366612289944259b3e50f,0,0,1.0,4,0,1,125,23,5.434782608695652,0
2883,1,2,307,0,2,1,7,0,3,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,2.0,3,0,1,134,23,5.826086956521739,0
2884,1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41401,24fd6e766d264d8412da375e7fcbcc75,0,0,3.0,1,0,1,444,83,5.349397590361446,0
2885,2,1,266,0,3,1,6,7,1,1,2,2,2,1,4,0,41401,4e0df62357ee903a79d9a06139869b53,0,0,3.0,1,0,1,33,5,6.6,0
2886,1,1,307,307,2,1,2,7,2,1,1,1,3,1,11,0,41401,dc2fe1050f6811d4877bbbc340fe9d78,0,0,11.0,4,0,0,20,3,6.666666666666667,0
2887,2,2,285,265,1,6,7,0,2,3,2,1,2,1,1,150,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,0,6.0,0,0,0,694,128,5.421875,0
2888,1,1,307,307,1,2,0,0,2,2,2,1,2,1,1,0,41326,eba983b85e34963999d476ccada91619,0,0,3.0,1,0,0,12,2,6.0,0
2889,2,2,265,0,2,6,0,0,2,2,1,1,2,1,1,100,41401,d1f88d405bf4f9ec16b17f22b5d7df36,0,0,5.0,3,0,1,761,144,5.284722222222222,0
2890,2,2,299,0,1,4,6,0,2,2,2,1,2,1,2,100,41401,1faf0ae111772205cf2f28b3ecea3276,0,0,3.0,4,0,1,137,25,5.48,0
2891,1,5,307,0,2,2,5,7,2,2,2,2,2,1,1,0,41326,c46fb8895fd75a4fce933a2dab2db676,0,0,1.0,4,0,1,28,5,5.6,0
2892,1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,0,2.0,2,0,1,601,108,5.564814814814815,0
2893,2,3,266,0,1,1,7,0,2,1,3,3,3,1,1,0,41327,0f14f4eeab1e7fd8af5fa7cc743c815e,0,0,2.0,2,0,1,58,10,5.8,0
2894,2,12,303,0,2,2,5,7,2,1,2,2,1,1,1,0,41326,3d705260a5eb049510ce87c718f30f92,0,0,3.0,2,0,1,519,88,5.8977272727272725,0
2895,1,3,307,0,2,4,0,0,2,1,1,1,1,1,1,0,41326,629e126d47a68678ce74b0cbe4e40c50,0,0,5.0,4,0,1,170,27,6.296296296296297,0
2896,1,5,307,0,1,5,0,0,2,1,3,3,3,1,1,0,41401,cd4d5aafb9dc3824a42c87f70bc675f1,0,1,10.0,2,0,1,685,133,5.150375939849624,0
2897,1,16,205,0,1,1,2,7,1,1,1,1,2,1,1,300,41326,4a90eecb8cb1122bec52ba7f7a89f895,0,0,4.0,1,0,1,228,37,6.162162162162162,0
2898,1,2,307,307,1,7,0,0,2,1,2,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,0,1.0,2,0,0,166,32,5.1875,0
2899,1,24,218,307,1,1,0,0,2,2,3,3,1,1,1,0,41336,d581d43be85c983e9b95a2eaaf0d7a8d,0,0,5.0,3,0,0,335,64,5.234375,0
2900,2,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41401,2ed5e6622e8d49859f21f05895acbb02,0,0,10.0,2,0,1,545,105,5.190476190476191,0
2901,2,6,266,0,2,3,4,5,2,1,1,1,2,1,1,0,41326,6757d0b9d5b72d8b78c20e355c7fe62c,0,0,1.0,4,0,1,162,27,6.0,0
2902,1,3,307,0,1,2,7,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,2.0,3,0,1,76,14,5.428571428571429,0
2903,1,3,307,307,2,1,0,0,2,1,2,2,3,1,2,0,41401,fcd2f1a4ed800921633bdf28919e078e,0,0,5.0,4,0,0,32,6,5.333333333333333,0
2904,1,1,179,307,3,1,2,0,2,2,2,2,2,1,5,0,41326,5c10628e55b62cdbf01d17b9912cd1ae,0,0,0.0,3,0,0,22,4,5.5,0
2905,2,2,266,266,3,1,2,3,2,1,2,2,2,1,3,0,41326,4683fdfb21ab23a3c99e5bc52593bc66,0,0,1.0,3,0,0,204,36,5.666666666666667,0
2906,2,12,266,0,2,1,0,0,2,2,3,3,3,1,1,0,41401,9166bd2b5d68d32fbb9667bad3495133,0,0,6.0,4,0,1,924,181,5.104972375690608,0
2907,1,2,307,0,2,2,3,0,1,1,2,1,3,1,1,0,41336,f68be8b3a1ff1162cbad7ea35ede7f1f,0,0,3.0,2,0,1,432,81,5.333333333333333,0
2908,1,5,307,0,1,1,2,6,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,0,2.0,3,0,1,111,23,4.826086956521739,0
2909,1,1,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41326,7f31881e8864a93853b677c888abfc90,0,0,1.0,2,0,1,142,26,5.461538461538462,0
2910,2,5,266,266,1,1,7,0,3,1,3,3,3,1,1,0,41326,1eea485b01d14c668f33afa7c919646e,0,0,13.0,1,0,0,218,44,4.954545454545454,0
2911,2,2,266,266,3,1,6,0,2,2,2,2,2,1,4,0,41326,9e9f7304cd2022597fe58071d9b35375,0,0,3.0,3,0,0,47,10,4.7,0
2912,2,5,282,0,2,6,7,0,2,2,3,3,3,1,1,0,41326,979f1fed655fe1ab41e7d2a6fce4853b,0,0,2.0,1,0,1,16,3,5.333333333333333,0
2913,2,6,285,264,2,3,6,7,1,3,1,1,2,1,2,750,41401,20b162340866fdf16f0966907fac731b,0,0,4.0,2,0,0,396,72,5.5,0
2914,1,2,307,0,2,6,7,0,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,0,1.0,2,0,1,144,25,5.76,0
2915,1,2,307,218,2,2,0,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,4.0,1,0,0,397,76,5.223684210526316,0
2916,1,1,307,0,1,1,2,0,2,1,2,2,2,1,4,0,41326,cc2a87fa6dd9d0e6c5d1c09772641d02,0,0,30.0,4,0,1,465,85,5.470588235294118,0
2917,2,2,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,d7cf4662cc0b42ab8c2c46ea1e475f56,0,0,6.0,3,0,1,413,74,5.581081081081081,0
2918,1,1,307,307,3,1,2,7,1,1,2,2,2,1,6,0,41326,adaccae88c1a1bcd57c7fe3877fa452e,0,0,5.0,2,0,0,217,42,5.166666666666667,0
2919,2,8,247,0,1,3,0,0,2,2,3,3,3,1,1,0,41326,ca25520c06f97d449fc1a289f407692a,0,0,1.0,1,0,1,47,8,5.875,0
2920,2,24,290,0,2,5,6,0,1,1,1,1,1,1,2,300,41401,e67533dd82858483b2255792514306da,0,0,1.0,2,1,1,3493,647,5.398763523956723,0
2921,1,1,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41401,3937a695ba7235b85e725d270455f0c8,0,0,6.0,1,0,1,21,5,4.2,0
